imperative 2pl	<X>եցէ՛ք	<X>եցէ՛ք	<X>եցէ՛ք	<X>եցէ՛ք	<X>ուեցէ՛ք	<X>ուեցէ՛ք	<X>ացէ՛ք	<X>ացէ՛ք	<X>եցէ՛ք, <X>է՛ք, <X>ուցէ՛ք	<X>եցէ՛ք, <X>է՛ք, <X>ուցէ՛ք	<X>ցուցէ՛ք	<X>ցուցէ՛ք	<X>ցուցէ՛ք	<X>ձուցէ՛ք	<X>է՛ք	<X>է՛ք	<X>է՛ք	<X>է՛ք	<X>է՛ք	<X>է՛ք	<X>ցէ՛ք	<X>ցէ՛ք	<X>ուէ՛ք	<X>նեցէ՛ք	<X>է՛ք	<X>է՛ք	<X>է՛ք	<X>է՛ք	<Xpst>է՛ք	<Xpst>է՛ք	<X>է՛ք		<X>ցէ՛ք						<Xpst>է՛ք	<Xpst>է՛ք	<X>ացէ՛ք	<Xpst>է՛ք	<X>է՛ք	<X>է՛ք	<Xpst>է՛ք	<Xpst>է՛ք	<X>է՛ք	<Xpst>է՛ք	<Xpst>է՛ք	<X>է՛ք	<Xpst>ացէ՛ք	<Xpst>է՛ք	<X>է՛ք	<X>եցէ՛ք	<Xpst>է՛ք	<X>է՛ք	<Xprs>է՛ք	<Xpst>է՛ք	<X>է՛ք	<X>ացէ՛ք, <X>ցէ՛ք	<X>ացէ՛ք	<X>եցէ՛ք, <X>է՛ք	<Xpst>է՛ք	<Xpst>է՛ք
imperative 2sg	<X>է՛	<X>է՛	<X>ի՛ր, <X>է՛	<X>ի՛ր, <X>է՛	<X>ուէ՛, <X>ուի՛ր	<X>ուէ՛, <X>ուի՛ր	<X>ա՛	<X>ա՛	արտահե՛ղ, <X>ո՛ւ, <X>ո՛ւր	թո՛ղ, <X>ո՛ւ, <X>ո՛ւր	<X>ցո՛ւր	<X>ցո՛ւր	<X>ցո՛ւր	<X>ձո՛ւր	<X>ո՛ւր	<X>ո՛ւր	<X>ի՛ր	<X>ի՛ր	<X>է՛, <X>ի՛ր	<X>ի՛ր	<X>ցի՛ր	<X>ցի՛ր	<X>ուի՛ր	<X>նէ՛, <X>ի՛ր	<X>ի՛ր	<X>ի՛ր	<X>ի՛ր	<X>ի՛ր	<Xpst>ի՛ր, <Xpst>՛	<Xpst>ի՛ր, <Xpst>՛	<X>է՛, <X>ի՛ր		<X>ցի՛ր						<Xpst>ի՛ր	<Xpst>ո՛ւր	<X>ա՛ց	<Xprs>ո՛ւր	<X>՛	<X>՛	<Xpst>ի՛ր	<Xpst>ի՛ր	<X>՛	<Xpst>՛	<Ximp>ի՛ր	<X>է՛, <X>ի՛ր	<Xps3>ա՛	<Xpst>՛	<X>է՛, <X>ի՛ր	<X>ի՛ր, <X>է՛	<Xpst>է՛	<X>է՛	<Xprs>է՛, <Xprs>ի՛ր, <Ximp>՛	<Xpst>ի՛ր	<X>ի՛ր, <X>՛	<X>ցի՛ր, <X>ա՛	<X>ացի՛ր, <X>ա՛	<X>է՛, <X>ի՛ր	<Xpst>՛	<Xpst>՛
indicative past 1pl	<X>եցինք	<X>եցինք	<X>եցանք	<X>եցանք	<X>ուեցանք	<X>ուեցանք	<X>ացինք	<X>ացինք	<X>ուցինք	<X>ուցինք, <X>ինք	<X>ցուցինք	<X>ցուցինք	<X>ցուցինք	<X>ձուցինք	<X>ինք	<X>ինք	<X>անք	<X>անք	<X>անք	<X>անք	<X>ցանք	<X>ցանք	<X>ուանք	<X>նեցինք	<X>անք	<X>անք	<X>անք	<X>անք	<Xpst>անք	<Xpst>անք	<X>անք		<X>ցանք						<Xpst>անք	<Xpst>անք	<X>ացինք	<Xpst>ինք	<X>ինք	<X>ինք	<Xpst>անք	<Xpst>անք	<X>ինք	<Xpst>ինք	<Xpst>ինք	<X>անք	<Xpst>ացինք	<Xpst>ինք	<X>անք	<X>եցանք, <X>եցինք	<Xpst>ինք	<X>ինք	<Xprs>անք, <Xprs>ինք	<Xpst>անք	<X>անք, <X>ինք	<X>ացինք, <X>ցանք	<X>ացինք	<X>եցանք, <X>անք	<Xpst>անք	<Xpst>ինք
indicative past 1sg	<X>եցի	<X>եցի	<X>եցայ	<X>եցայ	<X>ուեցայ	<X>ուեցայ	<X>ացի	<X>ացի	<X>ուցի	<X>ուցի, <X>ի	<X>ցուցի	<X>ցուցի	<X>ցուցի	<X>ձուցի	<X>ի	<X>ի	<X>այ	<X>այ	<X>այ	<X>այ	<X>ցայ	<X>ցայ	<X>ուայ	<X>նեցի	<X>այ	<X>այ	<X>այ	<X>այ	<Xpst>այ	<Xpst>այ	<X>այ		<X>ցայ						<Xpst>այ	<Xpst>այ	<X>ացի	<Xpst>ի	<X>ի	<X>ի	<Xpst>այ	<Xpst>այ	<X>ի	<Xpst>ի	<Xpst>ի	<X>այ	<Xpst>ացի	<Xpst>ի	<X>այ	<X>եցայ, <X>եցի	<Xpst>ի	<X>ի	<Xprs>այ, <Xprs>ի	<Xpst>այ	<X>այ, <X>ի	<X>ացի, <X>ցայ	<X>ացի	<X>եցայ, <X>այ	<Xpst>այ	<Xpst>ի
indicative past 2pl	<X>եցիք	<X>եցիք	<X>եցաք	<X>եցաք	<X>ուեցաք	<X>ուեցաք	<X>ացիք	<X>ացիք	<X>ուցիք	<X>ուցիք, <X>իք	<X>ցուցիք	<X>ցուցիք	<X>ցուցիք	<X>ձուցիք	<X>իք	<X>իք	<X>աք	<X>աք	<X>աք	<X>աք	<X>ցաք	<X>ցաք	<X>ուաք	<X>նեցիք	<X>աք	<X>աք	<X>աք	<X>աք	<Xpst>աք	<Xpst>աք	<X>աք		<X>ցաք						<Xpst>աք	<Xpst>աք	<X>ացիք	<Xpst>իք	<X>իք	<X>իք	<Xpst>աք	<Xpst>աք	<X>իք	<Xpst>իք	<Xpst>իք	<X>աք	<Xpst>ացիք	<Xpst>իք	<X>աք	<X>եցաք, <X>եցիք	<Xpst>իք	<X>իք	<Xprs>աք, <Xprs>իք	<Xpst>աք	<X>աք, <X>իք	<X>ացիք, <X>ցաք	<X>ացիք	<X>եցաք, <X>աք	<Xpst>աք	<Xpst>իք
indicative past 2sg	<X>եցիր	<X>եցիր	<X>եցար	<X>եցար	<X>ուեցար	<X>ուեցար	<X>ացիր	<X>ացիր	<X>ուցիր	<X>ուցիր, <X>իր	<X>ցուցիր	<X>ցուցիր	<X>ցուցիր	<X>ձուցիր	<X>իր	<X>իր	<X>ար	<X>ար	<X>ար	<X>ար	<X>ցար	<X>ցար	<X>ուար	<X>նեցիր	<X>ար	<X>ար	<X>ար	<X>ար	<Xpst>ար	<Xpst>ար	<X>ար		<X>ցար						<Xpst>ար	<Xpst>ար	<X>ացիր	<Xpst>իր	<X>իր	<X>իր	<Xpst>ար	<Xpst>ար	<X>իր	<Xpst>իր	<Xpst>իր	<X>ար	<Xpst>ացիր	<Xpst>իր	<X>ար	<X>եցար, <X>եցիր	<Xpst>իր	<X>իր	<Xprs>ար, <Xprs>իր	<Xpst>ար	<X>ար, <X>իր	<X>ացիր, <X>ցար	<X>ացիր	<X>եցար, <X>ար	<Xpst>ար	<Xpst>իր
indicative past 3pl	<X>եցին	<X>եցին	<X>եցան	<X>եցան	<X>ուեցան	<X>ուեցան	<X>ացին	<X>ացին	<X>ուցին	<X>ուցին, <X>ին	<X>ցուցին	<X>ցուցին	<X>ցուցին	<X>ձուցին	<X>ին	<X>ին	<X>ան	<X>ան	<X>ան	<X>ան	<X>ցան	<X>ցան	<X>ուան	<X>նեցին	<X>ան	<X>ան	<X>ան	<X>ան	<Xpst>ան	<Xpst>ան	<X>ան		<X>ցան						<Xpst>ան	<Xpst>ան	<X>ացին	<Xpst>ին	<X>ին	<X>ին	<Xpst>ան	<Xpst>ան	<X>ին	<Xpst>ին	<Xpst>ին	<X>ան	<Xpst>ացին	<Xpst>ին	<X>ան	<X>եցան, <X>եցին	<Xpst>ին	<X>ին	<Xprs>ան, <Xprs>ին	<Xpst>ան	<X>ան, <X>ին	<X>ացին, <X>ցան	<X>ացին	<X>եցան, <X>ան	<Xpst>ան	<Xpst>ին
indicative past 3sg	<X>եց	<X>եց	<X>եցաւ	<X>եցաւ	<X>ուեցաւ	<X>ուեցաւ	<X>աց	<X>աց	<X>ուց	<X>ուց, <X>	<X>ցուց	<X>ցուց	<X>ցուց	<X>ձուց	<X>	<X>	<X>աւ	<X>աւ	<X>աւ	<X>աւ	<X>ցաւ	<X>ցաւ	<X>ուաւ	<X>նեց	<X>աւ	<X>աւ	<X>աւ	<X>աւ	<Xpst>աւ	<Xpst>աւ	<X>աւ		<X>ցաւ						<Xpst>աւ	<Xpst>աւ	<X>ացաւ	<Xpst>աւ	<X>աւ	<X>աւ	<Xpst>աւ	<Xpst>աւ	<X>աւ	<Xpst>աւ	<Xpst>աւ	<X>աւ	<Xps3>աց	<Xpst>աւ	<X>աւ	<X>եց, <X>եցաւ	<Xpst>աւ	<X>աւ	<Xprs>աւ	<Xpst>աւ	<X>աւ	<X>աց, <X>ցաւ	<X>աց	<X>եցաւ, <X>աւ	<Xpst>աւ	<Xpst>աւ
indicative past imperfect 1pl	կ'<X>էինք	կը <X>էինք	կ'<X>էինք	կը <X>էինք	կ'<X>ուէինք	կը <X>ուէինք	կ'<X>այինք	կը <X>այինք	կ'<X>էինք, կ'<X>ուինք	կը <X>էինք, կը <X>ուինք	կ'<X>ցնէինք	կը <X>ցնէինք	կ'<X>ցընէինք	կը <X>ձնէինք	կ'<X>անէինք	կը <X>անէինք	կ'<X>նէինք	կը <X>նէինք	կ'<X>չէինք		կ'<X>նայինք	կը <X>նայինք	կ'<X>նէինք	կը <X>նէինք	կ'<X>նայինք	կ'<X>նէինք	կը <X>նայինք	կը <X>նէինք	կ'<Xprs>այինք	կ'<Xprs>էինք	կը <X>չէինք		<X>նայինք	կ'<X>ինք	<X>էինք	<X>էինք	<X>այինք	էինք	կ'<Xprs>այինք	կու <Xprs>այինք	կու <X>այինք	կու <Xprs>այինք	կ'<X>էինք	կը <X>էինք	կ'<Xprs>այինք	կը <Xprs>այինք	կ'<X>նէինք	կը <Xprs>այինք	կը <Xprs>էինք	կը <X>էինք	կ'<Xprs>այինք	կը <Xprs>էինք	կը <X>էինք	կ'<X>էինք	կ'<Xprs>էինք	կ'<X>էինք	կը <Xprs>նէինք	կ'<Xprs>այինք	կը <X>նէինք	կը <X>այինք	կը <X>այինք	կը <X>էինք	կ'<Xprs>էինք	կը <Xprs>էինք
indicative past imperfect 1sg	կ'<X>էի	կը <X>էի	կ'<X>էի	կը <X>էի	կ'<X>ուէի	կը <X>ուէի	կ'<X>այի	կը <X>այի	կ'<X>էի, կ'<X>ուի	կը <X>էի, կը <X>ուի	կ'<X>ցնէի	կը <X>ցնէի	կ'<X>ցընէի	կը <X>ձնէի	կ'<X>անէի	կը <X>անէի	կ'<X>նէի	կը <X>նէի	կ'<X>չէի		կ'<X>նայի	կը <X>նայի	կ'<X>նէի	կը <X>նէի	կ'<X>նայի	կ'<X>նէի	կը <X>նայի	կը <X>նէի	կ'<Xprs>այի	կ'<Xprs>էի	կը <X>չէի		<X>նայի	կ'<X>իմ	<X>էի	<X>էի	<X>այի	էի	կ'<Xprs>այի	կու <Xprs>այի	կու <X>այի	կու <Xprs>այի	կ'<X>էի	կը <X>էի	կ'<Xprs>այի	կը <Xprs>այի	կ'<X>նէի	կը <Xprs>այի	կը <Xprs>էի	կը <X>էի	կ'<Xprs>այի	կը <Xprs>էի	կը <X>էի	կ'<X>էի	կ'<Xprs>էի	կ'<X>էի	կը <Xprs>նէի	կ'<Xprs>այի	կը <X>նէի	կը <X>այի	կը <X>այի	կը <X>էի	կ'<Xprs>էի	կը <Xprs>էի
indicative past imperfect 2pl	կ'<X>էիք	կը <X>էիք	կ'<X>էիք	կը <X>էիք	կ'<X>ուէիք	կը <X>ուէիք	կ'<X>այիք	կը <X>այիք	կ'<X>էիք, կ'<X>ուիք	կը <X>էիք, կը <X>ուիք	կ'<X>ցնէիք	կը <X>ցնէիք	կ'<X>ցընէիք	կը <X>ձնէիք	կ'<X>անէիք	կը <X>անէիք	կ'<X>նէիք	կը <X>նէիք	կ'<X>չէիք		կ'<X>նայիք	կը <X>նայիք	կ'<X>նէիք	կը <X>նէիք	կ'<X>նայիք	կ'<X>նէիք	կը <X>նայիք	կը <X>նէիք	կ'<Xprs>այիք	կ'<Xprs>էիք	կը <X>չէիք		<X>նայիք	կ'<X>իք	<X>էիք	<X>էիք	<X>այիք	էիք	կ'<Xprs>այիք	կու <Xprs>այիք	կու <X>այիք	կու <Xprs>այիք	կ'<X>էիք	կը <X>էիք	կ'<Xprs>այիք	կը <Xprs>այիք	կ'<X>նէիք	կը <Xprs>այիք	կը <Xprs>էիք	կը <X>էիք	կ'<Xprs>այիք	կը <Xprs>էիք	կը <X>էիք	կ'<X>էիք	կ'<Xprs>էիք	կ'<X>էիք	կը <Xprs>նէիք	կ'<Xprs>այիք	կը <X>նէիք	կը <X>այիք	կը <X>այիք	կը <X>էիք	կ'<Xprs>էիք	կը <Xprs>էիք
indicative past imperfect 2sg	կ'<X>էիր	կը <X>էիր	կ'<X>էիր	կը <X>էիր	կ'<X>ուէիր	կը <X>ուէիր	կ'<X>այիր	կը <X>այիր	կ'<X>էիր, կ'<X>ուիր	կը <X>էիր, կը <X>ուիր	կ'<X>ցնէիր	կը <X>ցնէիր	կ'<X>ցընէիր	կը <X>ձնէիր	կ'<X>անէիր	կը <X>անէիր	կ'<X>նէիր	կը <X>նէիր	կ'<X>չէիր		կ'<X>նայիր	կը <X>նայիր	կ'<X>նէիր	կը <X>նէիր	կ'<X>նայիր	կ'<X>նէիր	կը <X>նայիր	կը <X>նէիր	կ'<Xprs>այիր	կ'<Xprs>էիր	կը <X>չէիր		<X>նայիր	կ'<X>իս	<X>էիր	<X>էիր	<X>այիր	էիր	կ'<Xprs>այիր	կու <Xprs>այիր	կու <X>այիր	կու <Xprs>այիր	կ'<X>էիր	կը <X>էիր	կ'<Xprs>այիր	կը <Xprs>այիր	կ'<X>նէիր	կը <Xprs>այիր	կը <Xprs>էիր	կը <X>էիր	կ'<Xprs>այիր	կը <Xprs>էիր	կը <X>էիր	կ'<X>էիր	կ'<Xprs>էիր	կ'<X>էիր	կը <Xprs>նէիր	կ'<Xprs>այիր	կը <X>նէիր	կը <X>այիր	կը <X>այիր	կը <X>էիր	կ'<Xprs>էիր	կը <Xprs>էիր
indicative past imperfect 3pl	կ'<X>էին	կը <X>էին	կ'<X>էին	կը <X>էին	կ'<X>ուէին	կը <X>ուէին	կ'<X>ային	կը <X>ային	կ'<X>էին, կ'<X>ուին	կը <X>էին, կը <X>ուին	կ'<X>ցնէին	կը <X>ցնէին	կ'<X>ցընէին	կը <X>ձնէին	կ'<X>անէին	կը <X>անէին	կ'<X>նէին	կը <X>նէին	կ'<X>չէին		կ'<X>նային	կը <X>նային	կ'<X>նէին	կը <X>նէին	կ'<X>նային	կ'<X>նէին	կը <X>նային	կը <X>նէին	կ'<Xprs>ային	կ'<Xprs>էին	կը <X>չէին		<X>նային	կ'<X>ին	<X>էին	<X>էին	<X>ային	էին	կ'<Xprs>ային	կու <Xprs>ային	կու <X>ային	կու <Xprs>ային	կ'<X>էին	կը <X>էին	կ'<Xprs>ային	կը <Xprs>ային	կ'<X>նէին	կը <Xprs>ային	կը <Xprs>էին	կը <X>էին	կ'<Xprs>ային	կը <Xprs>էին	կը <X>էին	կ'<X>էին	կ'<Xprs>էին	կ'<X>էին	կը <Xprs>նէին	կ'<Xprs>ային	կը <X>նէին	կը <X>ային	կը <X>ային	կը <X>էին	կ'<Xprs>էին	կը <Xprs>էին
indicative past imperfect 3sg	կ'<X>էր	կը <X>էր	կ'<X>էր	կը <X>էր	կ'<X>ուէր	կը <X>ուէր	կ'<X>ար	կը <X>ար	կ'<X>էր, կ'<X>ուր	կը <X>էր, կը <X>ուր	կ'<X>ցնէր	կը <X>ցնէր	կ'<X>ցընէր	կը <X>ձնէր	կ'<X>անէր	կը <X>անէր	կ'<X>նէր	կը <X>նէր	կ'<X>չէր		կ'<X>նար	կը <X>նար	կ'<X>նէր	կը <X>նէր	կ'<X>նար	կ'<X>նէր	կը <X>նար	կը <X>նէր	կ'<Xprs>ար	կ'<Xprs>էր	կը <X>չէր		<X>նար	կ'<X>ի	<X>էր	<X>էր	<X>ար	էր	կ'<Xprs>ար	կու <Xprs>ար	կու <X>ար	կու <Xprs>ար	կ'<X>էր	կը <X>էր	կ'<Xprs>ար	կը <Xprs>ար	կ'<X>նէր	կը <Xprs>ար	կը <Xprs>էր	կը <X>էր	կ'<Xprs>ար	կը <Xprs>էր	կը <X>էր	կ'<X>էր	կ'<Xprs>էր	կ'<X>էր	կը <Xprs>նէր	կ'<Xprs>ար	կը <X>նէր	կը <X>ար	կը <X>ար	կը <X>էր	կ'<Xprs>էր	կը <Xprs>էր
indicative present 1pl	կ'<X>ենք	կը <X>ենք	կ'<X>ինք	կը <X>ինք	կ'<X>ուինք	կը <X>ուինք	կ'<X>անք	կը <X>անք	կ'<X>ենք, կ'<X>ունք	կը <X>ունք	կ'<X>ցնենք	կը <X>ցնենք	կ'<X>ցընենք	կը <X>ձնենք	կ'<X>անենք	կը <X>անենք	կ'<X>նինք	կը <X>նինք	կ'<X>չինք	կը <X>չինք	կ'<X>նանք	կը <X>նանք	կ'<X>նունք	կը <X>նունք	կ'<X>նանք	կ'<X>նենք	կը <X>նանք	կը <X>նենք	կ'<Xprs>անք	կ'<Xprs>ենք	կը <X>չինք		<X>նանք	կ'<X>էինք	<X>ինք	<X>ենք	<X>անք	ենք	կ'<Xprs>անք	կու <Xprs>անք	կու <X>անք	կու <Xprs>անք	կ'<X>ենք	կը <X>ենք	կ'<Xprs>անք	կը <Xprs>անք	կ'<X>նենք	կը <Xprs>անք	կը <Xprs>ենք	կը <X>ինք	կ'<Xprs>անք	կը <Xprs>ենք	կը <X>ինք	կ'<X>ինք	կ'<Xprs>ենք	կ'<X>ենք	կը <Xprs>նենք	կ'<Xprs>անք	կը <X>նենք	կը <X>անք	կը <X>անք	կը <X>ինք	կ'<Xprs>ենք	կը <Xprs>ինք
indicative present 1sg	կ'<X>եմ	կը <X>եմ	կ'<X>իմ	կը <X>իմ	կ'<X>ուիմ	կը <X>ուիմ	կ'<X>ամ	կը <X>ամ	կ'<X>եմ, կ'<X>ում	կը <X>ում	կ'<X>ցնեմ	կը <X>ցնեմ	կ'<X>ցընեմ	կը <X>ձնեմ	կ'<X>անեմ	կը <X>անեմ	կ'<X>նիմ	կը <X>նիմ	կ'<X>չիմ	կը <X>չիմ	կ'<X>նամ	կը <X>նամ	կ'<X>նում	կը <X>նում	կ'<X>նամ	կ'<X>նեմ	կը <X>նամ	կը <X>նեմ	կ'<Xprs>ամ	կ'<Xprs>եմ	կը <X>չիմ		<X>նամ	կ'<X>էի	<X>իմ	<X>եմ	<X>ամ	եմ	կ'<Xprs>ամ	կու <Xprs>ամ	կու <X>ամ	կու <Xprs>ամ	կ'<X>եմ	կը <X>եմ	կ'<Xprs>ամ	կը <Xprs>ամ	կ'<X>նեմ	կը <Xprs>ամ	կը <Xprs>եմ	կը <X>իմ	կ'<Xprs>ամ	կը <Xprs>եմ	կը <X>իմ	կ'<X>իմ	կ'<Xprs>եմ	կ'<X>եմ	կը <Xprs>նեմ	կ'<Xprs>ամ	կը <X>նեմ	կը <X>ամ	կը <X>ամ	կը <X>իմ	կ'<Xprs>եմ	կը <Xprs>իմ
indicative present 2pl	կ'<X>էք	կը <X>էք	կ'<X>իք	կը <X>իք	կ'<X>ուիք	կը <X>ուիք	կ'<X>աք	կը <X>աք	կ'<X>էք, կ'<X>ուք	կը <X>ուք	կ'<X>ցնէք	կը <X>ցնէք	կ'<X>ցընէք	կը <X>ձնէք	կ'<X>անէք	կը <X>անէք	կ'<X>նիք	կը <X>նիք	կ'<X>չիք	կը <X>չիք	կ'<X>նաք	կը <X>նաք	կ'<X>նուք	կը <X>նուք	կ'<X>նաք	կ'<X>նէք	կը <X>նաք	կը <X>նէք	կ'<Xprs>աք	կ'<Xprs>էք	կը <X>չիք		<X>նաք	կ'<X>էիք	<X>իք	<X>էք	<X>աք	էք	կ'<Xprs>աք	կու <Xprs>աք	կու <X>աք	կու <Xprs>աք	կ'<X>էք	կը <X>էք	կ'<Xprs>աք	կը <Xprs>աք	կ'<X>նէք	կը <Xprs>աք	կը <Xprs>էք	կը <X>իք	կ'<Xprs>աք	կը <Xprs>էք	կը <X>իք	կ'<X>իք	կ'<Xprs>էք	կ'<X>էք	կը <Xprs>նէք	կ'<Xprs>աք	կը <X>նէք	կը <X>աք	կը <X>աք	կը <X>իք	կ'<Xprs>էք	կը <Xprs>իք
