imperative 2pl	<X>et͡se՛k	<X>et͡se՛k	<X>et͡se՛k	<X>et͡se՛k	<X>vet͡se՛k	<X>vet͡se՛k	<X>at͡se՛k	<X>at͡se՛k	<X>et͡se՛k, <X>e՛k, <X>ut͡se՛k	<X>et͡se՛k, <X>e՛k, <X>ut͡se՛k	<X>t͡sut͡se՛k	<X>t͡sut͡se՛k	<X>t͡sut͡se՛k	<X>t͡sut͡se՛k	<X>e՛k	<X>e՛k	<X>e՛k	<X>e՛k	<X>e՛k	<X>e՛k	<X>t͡se՛k	<X>t͡se՛k	<X>ve՛k	<X>net͡se՛k	<X>e՛k	<X>e՛k	<X>e՛k	<X>e՛k	<Xpst>e՛k	<Xpst>e՛k	<X>e՛k		<X>t͡se՛k						<Xpst>e՛k	<Xpst>e՛k	<X>at͡se՛k	<Xpst>e՛k	<X>e՛k	<X>e՛k	<Xpst>e՛k	<Xpst>e՛k	<X>e՛k	<Xpst>e՛k	<Xpst>e՛k	<X>e՛k	<Xpst>at͡se՛k	<Xpst>e՛k	<X>e՛k	<X>et͡se՛k	<Xpst>e՛k	<X>e՛k	<Xprs>e՛k	<Xpst>e՛k	<X>e՛k	<X>at͡se՛k, <X>t͡se՛k	<X>at͡se՛k	<X>et͡se՛k, <X>e՛k	<Xpst>e՛k	<Xpst>e՛k
imperative 2sg	<X>e՛	<X>e՛	<X>i՛r, <X>e՛	<X>i՛r, <X>e՛	<X>ve՛, <X>vi՛r	<X>ve՛, <X>vi՛r	<X>a՛	<X>a՛	ardahe՛ɣ, <X>u՛, <X>u՛r	to՛ɣ, <X>u՛, <X>u՛r	<X>t͡su՛r	<X>t͡su՛r	<X>t͡su՛r	<X>t͡su՛r	<X>u՛r	<X>u՛r	<X>i՛r	<X>i՛r	<X>e՛, <X>i՛r	<X>i՛r	<X>t͡si՛r	<X>t͡si՛r	<X>vi՛r	<X>ne՛, <X>i՛r	<X>i՛r	<X>i՛r	<X>i՛r	<X>i՛r	<Xpst>i՛r, <Xpst>՛	<Xpst>i՛r, <Xpst>՛	<X>e՛, <X>i՛r		<X>t͡si՛r						<Xpst>i՛r	<Xpst>u՛r	<X>a՛t͡s	<Xprs>u՛r	<X>՛	<X>՛	<Xpst>i՛r	<Xpst>i՛r	<X>՛	<Xpst>՛	<Ximp>i՛r	<X>e՛, <X>i՛r	<Xps3>a՛	<Xpst>՛	<X>e՛, <X>i՛r	<X>i՛r, <X>e՛	<Xpst>e՛	<X>e՛	<Xprs>e՛, <Xprs>i՛r, <Ximp>՛	<Xpst>i՛r	<X>i՛r, <X>՛	<X>t͡si՛r, <X>a՛	<X>at͡si՛r, <X>a՛	<X>e՛, <X>i՛r	<Xpst>՛	<Xpst>՛
indicative past 1pl	<X>et͡sink	<X>et͡sink	<X>et͡sank	<X>et͡sank	<X>vet͡sank	<X>vet͡sank	<X>at͡sink	<X>at͡sink	<X>ut͡sink	<X>ut͡sink, <X>ink	<X>t͡sut͡sink	<X>t͡sut͡sink	<X>t͡sut͡sink	<X>t͡sut͡sink	<X>ink	<X>ink	<X>ank	<X>ank	<X>ank	<X>ank	<X>t͡sank	<X>t͡sank	<X>vank	<X>net͡sink	<X>ank	<X>ank	<X>ank	<X>ank	<Xpst>ank	<Xpst>ank	<X>ank		<X>t͡sank						<Xpst>ank	<Xpst>ank	<X>at͡sink	<Xpst>ink	<X>ink	<X>ink	<Xpst>ank	<Xpst>ank	<X>ink	<Xpst>ink	<Xpst>ink	<X>ank	<Xpst>at͡sink	<Xpst>ink	<X>ank	<X>et͡sank, <X>et͡sink	<Xpst>ink	<X>ink	<Xprs>ank, <Xprs>ink	<Xpst>ank	<X>ank, <X>ink	<X>at͡sink, <X>t͡sank	<X>at͡sink	<X>et͡sank, <X>ank	<Xpst>ank	<Xpst>ink
indicative past 1sg	<X>et͡si	<X>et͡si	<X>et͡sa	<X>et͡sa	<X>vet͡sa	<X>vet͡sa	<X>at͡si	<X>at͡si	<X>ut͡si	<X>ut͡si, <X>i	<X>t͡sut͡si	<X>t͡sut͡si	<X>t͡sut͡si	<X>t͡sut͡si	<X>i	<X>i	<X>a	<X>a	<X>a	<X>a	<X>t͡sa	<X>t͡sa	<X>va	<X>net͡si	<X>a	<X>a	<X>a	<X>a	<Xpst>a	<Xpst>a	<X>a		<X>t͡sa						<Xpst>a	<Xpst>a	<X>at͡si	<Xpst>i	<X>i	<X>i	<Xpst>a	<Xpst>a	<X>i	<Xpst>i	<Xpst>i	<X>a	<Xpst>at͡si	<Xpst>i	<X>a	<X>et͡sa, <X>et͡si	<Xpst>i	<X>i	<Xprs>a, <Xprs>i	<Xpst>a	<X>a, <X>i	<X>at͡si, <X>t͡sa	<X>at͡si	<X>et͡sa, <X>a	<Xpst>a	<Xpst>i
indicative past 2pl	<X>et͡sik	<X>et͡sik	<X>et͡sak	<X>et͡sak	<X>vet͡sak	<X>vet͡sak	<X>at͡sik	<X>at͡sik	<X>ut͡sik	<X>ut͡sik, <X>ik	<X>t͡sut͡sik	<X>t͡sut͡sik	<X>t͡sut͡sik	<X>t͡sut͡sik	<X>ik	<X>ik	<X>ak	<X>ak	<X>ak	<X>ak	<X>t͡sak	<X>t͡sak	<X>vak	<X>net͡sik	<X>ak	<X>ak	<X>ak	<X>ak	<Xpst>ak	<Xpst>ak	<X>ak		<X>t͡sak						<Xpst>ak	<Xpst>ak	<X>at͡sik	<Xpst>ik	<X>ik	<X>ik	<Xpst>ak	<Xpst>ak	<X>ik	<Xpst>ik	<Xpst>ik	<X>ak	<Xpst>at͡sik	<Xpst>ik	<X>ak	<X>et͡sak, <X>et͡sik	<Xpst>ik	<X>ik	<Xprs>ak, <Xprs>ik	<Xpst>ak	<X>ak, <X>ik	<X>at͡sik, <X>t͡sak	<X>at͡sik	<X>et͡sak, <X>ak	<Xpst>ak	<Xpst>ik
indicative past 2sg	<X>et͡sir	<X>et͡sir	<X>et͡sar	<X>et͡sar	<X>vet͡sar	<X>vet͡sar	<X>at͡sir	<X>at͡sir	<X>ut͡sir	<X>ut͡sir, <X>ir	<X>t͡sut͡sir	<X>t͡sut͡sir	<X>t͡sut͡sir	<X>t͡sut͡sir	<X>ir	<X>ir	<X>ar	<X>ar	<X>ar	<X>ar	<X>t͡sar	<X>t͡sar	<X>var	<X>net͡sir	<X>ar	<X>ar	<X>ar	<X>ar	<Xpst>ar	<Xpst>ar	<X>ar		<X>t͡sar						<Xpst>ar	<Xpst>ar	<X>at͡sir	<Xpst>ir	<X>ir	<X>ir	<Xpst>ar	<Xpst>ar	<X>ir	<Xpst>ir	<Xpst>ir	<X>ar	<Xpst>at͡sir	<Xpst>ir	<X>ar	<X>et͡sar, <X>et͡sir	<Xpst>ir	<X>ir	<Xprs>ar, <Xprs>ir	<Xpst>ar	<X>ar, <X>ir	<X>at͡sir, <X>t͡sar	<X>at͡sir	<X>et͡sar, <X>ar	<Xpst>ar	<Xpst>ir
indicative past 3pl	<X>et͡sin	<X>et͡sin	<X>et͡san	<X>et͡san	<X>vet͡san	<X>vet͡san	<X>at͡sin	<X>at͡sin	<X>ut͡sin	<X>ut͡sin, <X>in	<X>t͡sut͡sin	<X>t͡sut͡sin	<X>t͡sut͡sin	<X>t͡sut͡sin	<X>in	<X>in	<X>an	<X>an	<X>an	<X>an	<X>t͡san	<X>t͡san	<X>van	<X>net͡sin	<X>an	<X>an	<X>an	<X>an	<Xpst>an	<Xpst>an	<X>an		<X>t͡san						<Xpst>an	<Xpst>an	<X>at͡sin	<Xpst>in	<X>in	<X>in	<Xpst>an	<Xpst>an	<X>in	<Xpst>in	<Xpst>in	<X>an	<Xpst>at͡sin	<Xpst>in	<X>an	<X>et͡san, <X>et͡sin	<Xpst>in	<X>in	<Xprs>an, <Xprs>in	<Xpst>an	<X>an, <X>in	<X>at͡sin, <X>t͡san	<X>at͡sin	<X>et͡san, <X>an	<Xpst>an	<Xpst>in
indicative past 3sg	<X>et͡s	<X>et͡s	<X>et͡saw	<X>et͡saw	<X>vet͡saw	<X>vet͡saw	<X>at͡s	<X>at͡s	<X>ut͡s	<X>ut͡s, <X>	<X>t͡sut͡s	<X>t͡sut͡s	<X>t͡sut͡s	<X>t͡sut͡s	<X>	<X>	<X>aw	<X>aw	<X>aw	<X>aw	<X>t͡saw	<X>t͡saw	<X>vaw	<X>net͡s	<X>aw	<X>aw	<X>aw	<X>aw	<Xpst>aw	<Xpst>aw	<X>aw		<X>t͡saw						<Xpst>aw	<Xpst>aw	<X>at͡saw	<Xpst>aw	<X>aw	<X>aw	<Xpst>aw	<Xpst>aw	<X>aw	<Xpst>aw	<Xpst>aw	<X>aw	<Xps3>at͡s	<Xpst>aw	<X>aw	<X>et͡s, <X>et͡saw	<Xpst>aw	<X>aw	<Xprs>aw	<Xpst>aw	<X>aw	<X>at͡s, <X>t͡saw	<X>at͡s	<X>et͡saw, <X>aw	<Xpst>aw	<Xpst>aw
indicative past imperfect 1pl	g'<X>eink	gə <X>eink	g'<X>eink	gə <X>eink	g'<X>veink	gə <X>veink	g'<X>aink	gə <X>aink	g'<X>eink, g'<X>vink	gə <X>eink, gə <X>vink	g'<X>t͡sneink	gə <X>t͡sneink	g'<X>t͡səneink	gə <X>t͡sneink	g'<X>aneink	gə <X>aneink	g'<X>neink	gə <X>neink	g'<X>t͡ʃeink		g'<X>naink	gə <X>naink	g'<X>neink	gə <X>neink	g'<X>naink	g'<X>neink	gə <X>naink	gə <X>neink	g'<Xprs>aink	g'<Xprs>eink	gə <X>t͡ʃeink		<X>naink	g'<X>ink	<X>eink	<X>eink	<X>aink	eink	g'<Xprs>aink	gu <Xprs>aink	gu <X>aink	gu <Xprs>aink	g'<X>eink	gə <X>eink	g'<Xprs>aink	gə <Xprs>aink	g'<X>neink	gə <Xprs>aink	gə <Xprs>eink	gə <X>eink	g'<Xprs>aink	gə <Xprs>eink	gə <X>eink	g'<X>eink	g'<Xprs>eink	g'<X>eink	gə <Xprs>neink	g'<Xprs>aink	gə <X>neink	gə <X>aink	gə <X>aink	gə <X>eink	g'<Xprs>eink	gə <Xprs>eink
indicative past imperfect 1sg	g'<X>ei	gə <X>ei	g'<X>ei	gə <X>ei	g'<X>vei	gə <X>vei	g'<X>ai	gə <X>ai	g'<X>ei, g'<X>vi	gə <X>ei, gə <X>vi	g'<X>t͡snei	gə <X>t͡snei	g'<X>t͡sənei	gə <X>t͡snei	g'<X>anei	gə <X>anei	g'<X>nei	gə <X>nei	g'<X>t͡ʃei		g'<X>nai	gə <X>nai	g'<X>nei	gə <X>nei	g'<X>nai	g'<X>nei	gə <X>nai	gə <X>nei	g'<Xprs>ai	g'<Xprs>ei	gə <X>t͡ʃei		<X>nai	g'<X>im	<X>ei	<X>ei	<X>ai	ei	g'<Xprs>ai	gu <Xprs>ai	gu <X>ai	gu <Xprs>ai	g'<X>ei	gə <X>ei	g'<Xprs>ai	gə <Xprs>ai	g'<X>nei	gə <Xprs>ai	gə <Xprs>ei	gə <X>ei	g'<Xprs>ai	gə <Xprs>ei	gə <X>ei	g'<X>ei	g'<Xprs>ei	g'<X>ei	gə <Xprs>nei	g'<Xprs>ai	gə <X>nei	gə <X>ai	gə <X>ai	gə <X>ei	g'<Xprs>ei	gə <Xprs>ei
indicative past imperfect 2pl	g'<X>eik	gə <X>eik	g'<X>eik	gə <X>eik	g'<X>veik	gə <X>veik	g'<X>aik	gə <X>aik	g'<X>eik, g'<X>vik	gə <X>eik, gə <X>vik	g'<X>t͡sneik	gə <X>t͡sneik	g'<X>t͡səneik	gə <X>t͡sneik	g'<X>aneik	gə <X>aneik	g'<X>neik	gə <X>neik	g'<X>t͡ʃeik		g'<X>naik	gə <X>naik	g'<X>neik	gə <X>neik	g'<X>naik	g'<X>neik	gə <X>naik	gə <X>neik	g'<Xprs>aik	g'<Xprs>eik	gə <X>t͡ʃeik		<X>naik	g'<X>ik	<X>eik	<X>eik	<X>aik	eik	g'<Xprs>aik	gu <Xprs>aik	gu <X>aik	gu <Xprs>aik	g'<X>eik	gə <X>eik	g'<Xprs>aik	gə <Xprs>aik	g'<X>neik	gə <Xprs>aik	gə <Xprs>eik	gə <X>eik	g'<Xprs>aik	gə <Xprs>eik	gə <X>eik	g'<X>eik	g'<Xprs>eik	g'<X>eik	gə <Xprs>neik	g'<Xprs>aik	gə <X>neik	gə <X>aik	gə <X>aik	gə <X>eik	g'<Xprs>eik	gə <Xprs>eik
indicative past imperfect 2sg	g'<X>eir	gə <X>eir	g'<X>eir	gə <X>eir	g'<X>veir	gə <X>veir	g'<X>air	gə <X>air	g'<X>eir, g'<X>vir	gə <X>eir, gə <X>vir	g'<X>t͡sneir	gə <X>t͡sneir	g'<X>t͡səneir	gə <X>t͡sneir	g'<X>aneir	gə <X>aneir	g'<X>neir	gə <X>neir	g'<X>t͡ʃeir		g'<X>nair	gə <X>nair	g'<X>neir	gə <X>neir	g'<X>nair	g'<X>neir	gə <X>nair	gə <X>neir	g'<Xprs>air	g'<Xprs>eir	gə <X>t͡ʃeir		<X>nair	g'<X>is	<X>eir	<X>eir	<X>air	eir	g'<Xprs>air	gu <Xprs>air	gu <X>air	gu <Xprs>air	g'<X>eir	gə <X>eir	g'<Xprs>air	gə <Xprs>air	g'<X>neir	gə <Xprs>air	gə <Xprs>eir	gə <X>eir	g'<Xprs>air	gə <Xprs>eir	gə <X>eir	g'<X>eir	g'<Xprs>eir	g'<X>eir	gə <Xprs>neir	g'<Xprs>air	gə <X>neir	gə <X>air	gə <X>air	gə <X>eir	g'<Xprs>eir	gə <Xprs>eir
indicative past imperfect 3pl	g'<X>ein	gə <X>ein	g'<X>ein	gə <X>ein	g'<X>vein	gə <X>vein	g'<X>ain	gə <X>ain	g'<X>ein, g'<X>vin	gə <X>ein, gə <X>vin	g'<X>t͡snein	gə <X>t͡snein	g'<X>t͡sənein	gə <X>t͡snein	g'<X>anein	gə <X>anein	g'<X>nein	gə <X>nein	g'<X>t͡ʃein		g'<X>nain	gə <X>nain	g'<X>nein	gə <X>nein	g'<X>nain	g'<X>nein	gə <X>nain	gə <X>nein	g'<Xprs>ain	g'<Xprs>ein	gə <X>t͡ʃein		<X>nain	g'<X>in	<X>ein	<X>ein	<X>ain	ein	g'<Xprs>ain	gu <Xprs>ain	gu <X>ain	gu <Xprs>ain	g'<X>ein	gə <X>ein	g'<Xprs>ain	gə <Xprs>ain	g'<X>nein	gə <Xprs>ain	gə <Xprs>ein	gə <X>ein	g'<Xprs>ain	gə <Xprs>ein	gə <X>ein	g'<X>ein	g'<Xprs>ein	g'<X>ein	gə <Xprs>nein	g'<Xprs>ain	gə <X>nein	gə <X>ain	gə <X>ain	gə <X>ein	g'<Xprs>ein	gə <Xprs>ein
indicative past imperfect 3sg	g'<X>er	gə <X>er	g'<X>er	gə <X>er	g'<X>ver	gə <X>ver	g'<X>ar	gə <X>ar	g'<X>er, g'<X>ur	gə <X>er, gə <X>ur	g'<X>t͡sner	gə <X>t͡sner	g'<X>t͡səner	gə <X>t͡sner	g'<X>aner	gə <X>aner	g'<X>ner	gə <X>ner	g'<X>t͡ʃer		g'<X>nar	gə <X>nar	g'<X>ner	gə <X>ner	g'<X>nar	g'<X>ner	gə <X>nar	gə <X>ner	g'<Xprs>ar	g'<Xprs>er	gə <X>t͡ʃer		<X>nar	g'<X>i	<X>er	<X>er	<X>ar	er	g'<Xprs>ar	gu <Xprs>ar	gu <X>ar	gu <Xprs>ar	g'<X>er	gə <X>er	g'<Xprs>ar	gə <Xprs>ar	g'<X>ner	gə <Xprs>ar	gə <Xprs>er	gə <X>er	g'<Xprs>ar	gə <Xprs>er	gə <X>er	g'<X>er	g'<Xprs>er	g'<X>er	gə <Xprs>ner	g'<Xprs>ar	gə <X>ner	gə <X>ar	gə <X>ar	gə <X>er	g'<Xprs>er	gə <Xprs>er
indicative present 1pl	g'<X>enk	gə <X>enk	g'<X>ink	gə <X>ink	g'<X>vink	gə <X>vink	g'<X>ank	gə <X>ank	g'<X>enk, g'<X>unk	gə <X>unk	g'<X>t͡snenk	gə <X>t͡snenk	g'<X>t͡sənenk	gə <X>t͡snenk	g'<X>anenk	gə <X>anenk	g'<X>nink	gə <X>nink	g'<X>t͡ʃink	gə <X>t͡ʃink	g'<X>nank	gə <X>nank	g'<X>nunk	gə <X>nunk	g'<X>nank	g'<X>nenk	gə <X>nank	gə <X>nenk	g'<Xprs>ank	g'<Xprs>enk	gə <X>t͡ʃink		<X>nank	g'<X>eink	<X>ink	<X>enk	<X>ank	enk	g'<Xprs>ank	gu <Xprs>ank	gu <X>ank	gu <Xprs>ank	g'<X>enk	gə <X>enk	g'<Xprs>ank	gə <Xprs>ank	g'<X>nenk	gə <Xprs>ank	gə <Xprs>enk	gə <X>ink	g'<Xprs>ank	gə <Xprs>enk	gə <X>ink	g'<X>ink	g'<Xprs>enk	g'<X>enk	gə <Xprs>nenk	g'<Xprs>ank	gə <X>nenk	gə <X>ank	gə <X>ank	gə <X>ink	g'<Xprs>enk	gə <Xprs>ink
indicative present 1sg	g'<X>em	gə <X>em	g'<X>im	gə <X>im	g'<X>vim	gə <X>vim	g'<X>am	gə <X>am	g'<X>em, g'<X>um	gə <X>um	g'<X>t͡snem	gə <X>t͡snem	g'<X>t͡sənem	gə <X>t͡snem	g'<X>anem	gə <X>anem	g'<X>nim	gə <X>nim	g'<X>t͡ʃim	gə <X>t͡ʃim	g'<X>nam	gə <X>nam	g'<X>num	gə <X>num	g'<X>nam	g'<X>nem	gə <X>nam	gə <X>nem	g'<Xprs>am	g'<Xprs>em	gə <X>t͡ʃim		<X>nam	g'<X>ei	<X>im	<X>em	<X>am	em	g'<Xprs>am	gu <Xprs>am	gu <X>am	gu <Xprs>am	g'<X>em	gə <X>em	g'<Xprs>am	gə <Xprs>am	g'<X>nem	gə <Xprs>am	gə <Xprs>em	gə <X>im	g'<Xprs>am	gə <Xprs>em	gə <X>im	g'<X>im	g'<Xprs>em	g'<X>em	gə <Xprs>nem	g'<Xprs>am	gə <X>nem	gə <X>am	gə <X>am	gə <X>im	g'<Xprs>em	gə <Xprs>im
indicative present 2pl	g'<X>ek	gə <X>ek	g'<X>ik	gə <X>ik	g'<X>vik	gə <X>vik	g'<X>ak	gə <X>ak	g'<X>ek, g'<X>uk	gə <X>uk	g'<X>t͡snek	gə <X>t͡snek	g'<X>t͡sənek	gə <X>t͡snek	g'<X>anek	gə <X>anek	g'<X>nik	gə <X>nik	g'<X>t͡ʃik	gə <X>t͡ʃik	g'<X>nak	gə <X>nak	g'<X>nuk	gə <X>nuk	g'<X>nak	g'<X>nek	gə <X>nak	gə <X>nek	g'<Xprs>ak	g'<Xprs>ek	gə <X>t͡ʃik		<X>nak	g'<X>eik	<X>ik	<X>ek	<X>ak	ek	g'<Xprs>ak	gu <Xprs>ak	gu <X>ak	gu <Xprs>ak	g'<X>ek	gə <X>ek	g'<Xprs>ak	gə <Xprs>ak	g'<X>nek	gə <Xprs>ak	gə <Xprs>ek	gə <X>ik	g'<Xprs>ak	gə <Xprs>ek	gə <X>ik	g'<X>ik	g'<Xprs>ek	g'<X>ek	gə <Xprs>nek	g'<Xprs>ak	gə <X>nek	gə <X>ak	gə <X>ak	gə <X>ik	g'<Xprs>ek	gə <Xprs>ik
indicative present 2sg	g'<X>es	gə <X>es	g'<X>is	gə <X>is	g'<X>vis	gə <X>vis	g'<X>as	gə <X>as	g'<X>es, g'<X>us	gə <X>us	g'<X>t͡snes	gə <X>t͡snes	g'<X>t͡sənes	gə <X>t͡snes	g'<X>anes	gə <X>anes	g'<X>nis	gə <X>nis	g'<X>t͡ʃis	gə <X>t͡ʃis	g'<X>nas	gə <X>nas	g'<X>nus	gə <X>nus	g'<X>nas	g'<X>nes	gə <X>nas	gə <X>nes	g'<Xprs>as	g'<Xprs>es	gə <X>t͡ʃis		<X>nas	g'<X>eir	<X>is	<X>es	<X>as	es	g'<Xprs>as	gu <Xprs>as	gu <X>as	gu <Xprs>as	g'<X>es	gə <X>es	g'<Xprs>as	gə <Xprs>as	g'<X>nes	gə <Xprs>as	gə <Xprs>es	gə <X>is	g'<Xprs>as	gə <Xprs>es	gə <X>is	g'<X>is	g'<Xprs>es	g'<X>es	gə <Xprs>nes	g'<Xprs>as	gə <X>nes	gə <X>as	gə <X>as	gə <X>is	g'<Xprs>es	gə <Xprs>is
indicative present 3pl	g'<X>en	gə <X>en	g'<X>in	gə <X>in	g'<X>vin	gə <X>vin	g'<X>an	gə <X>an	g'<X>en, g'<X>un	gə <X>un	g'<X>t͡snen	gə <X>t͡snen	g'<X>t͡sənen	gə <X>t͡snen	g'<X>anen	gə <X>anen	g'<X>nin	gə <X>nin	g'<X>t͡ʃin	gə <X>t͡ʃin	g'<X>nan	gə <X>nan	g'<X>nun	gə <X>nun	g'<X>nan	g'<X>nen	gə <X>nan	gə <X>nen	g'<Xprs>an	g'<Xprs>en	gə <X>t͡ʃin		<X>nan	g'<X>ein	<X>in	<X>en	<X>an	en	g'<Xprs>an	gu <Xprs>an	gu <X>an	gu <Xprs>an	g'<X>en	gə <X>en	g'<Xprs>an	gə <Xprs>an	g'<X>nen	gə <Xprs>an	gə <Xprs>en	gə <X>in	g'<Xprs>an	gə <Xprs>en	gə <X>in	g'<X>in	g'<Xprs>en	g'<X>en	gə <Xprs>nen	g'<Xprs>an	gə <X>nen	gə <X>an	gə <X>an	gə <X>in	g'<Xprs>en	gə <Xprs>in
