indicative past 2pl	<X>եցիք	<X>եցիք	<X>եցաք	<X>եցաք	<X>ուեցաք	<X>ուեցաք	<X>ացիք	<X>ացիք	<X>ուցիք	<X>ուցիք, <X>իք	<X>ցուցիք	<X>ցուցիք	<X>իք	<X>իք	<X>աք	<X>աք	<X>աք	<X>աք	<X>ցաք	<X>ցաք	<X>ուաք	<X>նեցիք	<X>աք	<X>աք	<X>աք	<X>աք	<Xpst>աք	<Xpst>աք	<X>աք	<X>աք	<X>ցաք							<Xpst>աք	<Xpst>աք	<X>ացիք	<Xpst>իք	<X>իք	<X>իք	<Xpst>աք	<Xpst>աք	<X>իք	<Xpst>իք	<Xpst>իք	<Xpst>ացիք	<Xpst>իք	<X>աք	<X>եցաք, <X>եցիք	<Xpst>իք	<X>իք	<Xbasic>աք, <Xbasic>իք	<Xpst>աք	<X>աք, <X>իք	<X>ացիք, <X>ցաք	<X>ացիք	<X>եցաք, <X>աք	<Xpst>աք	<Xpst>իք
indicative past 2sg	<X>եցիր	<X>եցիր	<X>եցար	<X>եցար	<X>ուեցար	<X>ուեցար	<X>ացիր	<X>ացիր	<X>ուցիր	<X>ուցիր, <X>իր	<X>ցուցիր	<X>ցուցիր	<X>իր	<X>իր	<X>ար	<X>ար	<X>ար	<X>ար	<X>ցար	<X>ցար	<X>ուար	<X>նեցիր	<X>ար	<X>ար	<X>ար	<X>ար	<Xpst>ար	<Xpst>ար	<X>ար	<X>ար	<X>ցար							<Xpst>ար	<Xpst>ար	<X>ացիր	<Xpst>իր	<X>իր	<X>իր	<Xpst>ար	<Xpst>ար	<X>իր	<Xpst>իր	<Xpst>իր	<Xpst>ացիր	<Xpst>իր	<X>ար	<X>եցար, <X>եցիր	<Xpst>իր	<X>իր	<Xbasic>ար, <Xbasic>իր	<Xpst>ար	<X>ար, <X>իր	<X>ացիր, <X>ցար	<X>ացիր	<X>եցար, <X>ար	<Xpst>ար	<Xpst>իր
indicative past 3pl	<X>եցին	<X>եցին	<X>եցան	<X>եցան	<X>ուեցան	<X>ուեցան	<X>ացին	<X>ացին	<X>ուցին	<X>ուցին, <X>ին	<X>ցուցին	<X>ցուցին	<X>ին	<X>ին	<X>ան	<X>ան	<X>ան	<X>ան	<X>ցան	<X>ցան	<X>ուան	<X>նեցին	<X>ան	<X>ան	<X>ան	<X>ան	<Xpst>ան	<Xpst>ան	<X>ան	<X>ան	<X>ցան							<Xpst>ան	<Xpst>ան	<X>ացին	<Xpst>ին	<X>ին	<X>ին	<Xpst>ան	<Xpst>ան	<X>ին	<Xpst>ին	<Xpst>ին	<Xpst>ացին	<Xpst>ին	<X>ան	<X>եցան, <X>եցին	<Xpst>ին	<X>ին	<Xbasic>ան, <Xbasic>ին	<Xpst>ան	<X>ան, <X>ին	<X>ացին, <X>ցան	<X>ացին	<X>եցան, <X>ան	<Xpst>ան	<Xpst>ին
indicative past 3sg	<X>եց	<X>եց	<X>եցաւ	<X>եցաւ	<X>ուեցաւ	<X>ուեցաւ	<X>աց	<X>աց	<X>ուց	<X>ուց, <X>	<X>ցուց	<X>ցուց	<X>	<X>	<X>աւ	<X>աւ	<X>աւ	<X>աւ	<X>ցաւ	<X>ցաւ	<X>ուաւ	<X>նեց	<X>աւ	<X>աւ	<X>աւ	<X>աւ	<Xpst>աւ	<Xpst>աւ	<X>աւ	<X>աւ	<X>ցաւ							<Xpst>աւ	<Xpst>աւ	<X>ացաւ	<Xpst>աւ	<X>աւ	<X>աւ	<Xpst>աւ	<Xpst>աւ	<X>աւ	<Xpst>աւ	<Xpst>աւ	<Xps3>աց	<Xpst>աւ	<X>աւ	<X>եց, <X>եցաւ	<Xpst>աւ	<X>աւ	<Xbasic>աւ	<Xpst>աւ	<X>աւ	<X>աց, <X>ցաւ	<X>աց	<X>եցաւ, <X>աւ	<Xpst>աւ	<Xpst>աւ
indicative past imperfective 1pl	կ'<X>էինք	կը <X>էինք	կ'<X>էինք	կը <X>էինք	կ'<X>ուէինք	կը <X>ուէինք	կ'<X>այինք	կը <X>այինք	կ'<X>էինք, կ'<X>ուինք	կը <X>էինք, կը <X>ուինք	կ'<X>ցնէինք	կը <X>ցնէինք	կ'<X>անէինք	կը <X>անէինք	կ'<X>նէինք	կը <X>նէինք	կ'<X>չէինք		կ'<X>նայինք	կը <X>նայինք	կ'<X>նէինք	կը <X>նէինք	կ'<X>նէինք	կ'<X>նայինք	կը <X>նէինք	կը <X>նայինք	կ'<Xprs>էինք	կ'<Xprs>այինք	կը <X>չէինք	կը <X>էինք	<X>նայինք		կ'<X>ինք	<X>էինք	<X>էինք	<X>այինք	էինք	կ'<Xprs>այինք	կու <Xprs>այինք	կու <X>այինք	կու <Xprs>այինք	կ'<X>էինք	կը <X>էինք	կ'<Xprs>այինք	կը <Xprs>այինք	կ'<X>նէինք	կը <Xprs>այինք	կը <Xprs>էինք	կ'<Xprs>այինք	կը <Xprs>էինք	կը <X>էինք	կ'<X>էինք	կ'<Xprs>էինք	կ'<X>էինք	կը <Xbasic>նէինք	կ'<Xprs>այինք	կը <X>նէինք	կը <X>այինք	կը <X>այինք	կը <X>էինք	կ'<Xprs>էինք	կը <Xprs>էինք
indicative past imperfective 1sg	կ'<X>էի	կը <X>էի	կ'<X>էի	կը <X>էի	կ'<X>ուէի	կը <X>ուէի	կ'<X>այի	կը <X>այի	կ'<X>էի, կ'<X>ուի	կը <X>էի, կը <X>ուի	կ'<X>ցնէի	կը <X>ցնէի	կ'<X>անէի	կը <X>անէի	կ'<X>նէի	կը <X>նէի	կ'<X>չէի		կ'<X>նայի	կը <X>նայի	կ'<X>նէի	կը <X>նէի	կ'<X>նէի	կ'<X>նայի	կը <X>նէի	կը <X>նայի	կ'<Xprs>էի	կ'<Xprs>այի	կը <X>չէի	կը <X>էի	<X>նայի		կ'<X>իմ	<X>էի	<X>էի	<X>այի	էի	կ'<Xprs>այի	կու <Xprs>այի	կու <X>այի	կու <Xprs>այի	կ'<X>էի	կը <X>էի	կ'<Xprs>այի	կը <Xprs>այի	կ'<X>նէի	կը <Xprs>այի	կը <Xprs>էի	կ'<Xprs>այի	կը <Xprs>էի	կը <X>էի	կ'<X>էի	կ'<Xprs>էի	կ'<X>էի	կը <Xbasic>նէի	կ'<Xprs>այի	կը <X>նէի	կը <X>այի	կը <X>այի	կը <X>էի	կ'<Xprs>էի	կը <Xprs>էի
indicative past imperfective 2pl	կ'<X>էիք	կը <X>էիք	կ'<X>էիք	կը <X>էիք	կ'<X>ուէիք	կը <X>ուէիք	կ'<X>այիք	կը <X>այիք	կ'<X>էիք, կ'<X>ուիք	կը <X>էիք, կը <X>ուիք	կ'<X>ցնէիք	կը <X>ցնէիք	կ'<X>անէիք	կը <X>անէիք	կ'<X>նէիք	կը <X>նէիք	կ'<X>չէիք		կ'<X>նայիք	կը <X>նայիք	կ'<X>նէիք	կը <X>նէիք	կ'<X>նէիք	կ'<X>նայիք	կը <X>նէիք	կը <X>նայիք	կ'<Xprs>էիք	կ'<Xprs>այիք	կը <X>չէիք	կը <X>էիք	<X>նայիք		կ'<X>իք	<X>էիք	<X>էիք	<X>այիք	էիք	կ'<Xprs>այիք	կու <Xprs>այիք	կու <X>այիք	կու <Xprs>այիք	կ'<X>էիք	կը <X>էիք	կ'<Xprs>այիք	կը <Xprs>այիք	կ'<X>նէիք	կը <Xprs>այիք	կը <Xprs>էիք	կ'<Xprs>այիք	կը <Xprs>էիք	կը <X>էիք	կ'<X>էիք	կ'<Xprs>էիք	կ'<X>էիք	կը <Xbasic>նէիք	կ'<Xprs>այիք	կը <X>նէիք	կը <X>այիք	կը <X>այիք	կը <X>էիք	կ'<Xprs>էիք	կը <Xprs>էիք
indicative past imperfective 2sg	կ'<X>էիր	կը <X>էիր	կ'<X>էիր	կը <X>էիր	կ'<X>ուէիր	կը <X>ուէիր	կ'<X>այիր	կը <X>այիր	կ'<X>էիր, կ'<X>ուիր	կը <X>էիր, կը <X>ուիր	կ'<X>ցնէիր	կը <X>ցնէիր	կ'<X>անէիր	կը <X>անէիր	կ'<X>նէիր	կը <X>նէիր	կ'<X>չէիր		կ'<X>նայիր	կը <X>նայիր	կ'<X>նէիր	կը <X>նէիր	կ'<X>նէիր	կ'<X>նայիր	կը <X>նէիր	կը <X>նայիր	կ'<Xprs>էիր	կ'<Xprs>այիր	կը <X>չէիր	կը <X>էիր	<X>նայիր		կ'<X>իս	<X>էիր	<X>էիր	<X>այիր	էիր	կ'<Xprs>այիր	կու <Xprs>այիր	կու <X>այիր	կու <Xprs>այիր	կ'<X>էիր	կը <X>էիր	կ'<Xprs>այիր	կը <Xprs>այիր	կ'<X>նէիր	կը <Xprs>այիր	կը <Xprs>էիր	կ'<Xprs>այիր	կը <Xprs>էիր	կը <X>էիր	կ'<X>էիր	կ'<Xprs>էիր	կ'<X>էիր	կը <Xbasic>նէիր	կ'<Xprs>այիր	կը <X>նէիր	կը <X>այիր	կը <X>այիր	կը <X>էիր	կ'<Xprs>էիր	կը <Xprs>էիր
indicative past imperfective 3pl	կ'<X>էին	կը <X>էին	կ'<X>էին	կը <X>էին	կ'<X>ուէին	կը <X>ուէին	կ'<X>ային	կը <X>ային	կ'<X>էին, կ'<X>ուին	կը <X>էին, կը <X>ուին	կ'<X>ցնէին	կը <X>ցնէին	կ'<X>անէին	կը <X>անէին	կ'<X>նէին	կը <X>նէին	կ'<X>չէին		կ'<X>նային	կը <X>նային	կ'<X>նէին	կը <X>նէին	կ'<X>նէին	կ'<X>նային	կը <X>նէին	կը <X>նային	կ'<Xprs>էին	կ'<Xprs>ային	կը <X>չէին	կը <X>էին	<X>նային		կ'<X>ին	<X>էին	<X>էին	<X>ային	էին	կ'<Xprs>ային	կու <Xprs>ային	կու <X>ային	կու <Xprs>ային	կ'<X>էին	կը <X>էին	կ'<Xprs>ային	կը <Xprs>ային	կ'<X>նէին	կը <Xprs>ային	կը <Xprs>էին	կ'<Xprs>ային	կը <Xprs>էին	կը <X>էին	կ'<X>էին	կ'<Xprs>էին	կ'<X>էին	կը <Xbasic>նէին	կ'<Xprs>ային	կը <X>նէին	կը <X>ային	կը <X>ային	կը <X>էին	կ'<Xprs>էին	կը <Xprs>էին
indicative past imperfective 3sg	կ'<X>էր	կը <X>էր	կ'<X>էր	կը <X>էր	կ'<X>ուէր	կը <X>ուէր	կ'<X>ար	կը <X>ար	կ'<X>էր, կ'<X>ուր	կը <X>էր, կը <X>ուր	կ'<X>ցնէր	կը <X>ցնէր	կ'<X>անէր	կը <X>անէր	կ'<X>նէր	կը <X>նէր	կ'<X>չէր		կ'<X>նար	կը <X>նար	կ'<X>նէր	կը <X>նէր	կ'<X>նէր	կ'<X>նար	կը <X>նէր	կը <X>նար	կ'<Xprs>էր	կ'<Xprs>ար	կը <X>չէր	կը <X>էր	<X>նար		կ'<X>ի	<X>էր	<X>էր	<X>ար	էր	կ'<Xprs>ար	կու <Xprs>ար	կու <X>ար	կու <Xprs>ար	կ'<X>էր	կը <X>էր	կ'<Xprs>ար	կը <Xprs>ար	կ'<X>նէր	կը <Xprs>ար	կը <Xprs>էր	կ'<Xprs>ար	կը <Xprs>էր	կը <X>էր	կ'<X>էր	կ'<Xprs>էր	կ'<X>էր	կը <Xbasic>նէր	կ'<Xprs>ար	կը <X>նէր	կը <X>ար	կը <X>ար	կը <X>էր	կ'<Xprs>էր	կը <Xprs>էր
indicative present 1pl	կ'<X>ենք	կը <X>ենք	կ'<X>ինք	կը <X>ինք	կ'<X>ուինք	կը <X>ուինք	կ'<X>անք	կը <X>անք	կ'<X>ենք, կ'<X>ունք	կը <X>ունք	կ'<X>ցնենք	կը <X>ցնենք	կ'<X>անենք	կը <X>անենք	կ'<X>նինք	կը <X>նինք	կ'<X>չինք	կը <X>չինք	կ'<X>նանք	կը <X>նանք	կ'<X>նունք	կը <X>նունք	կ'<X>նենք	կ'<X>նանք	կը <X>նենք	կը <X>նանք	կ'<Xprs>ենք	կ'<Xprs>անք	կը <X>չինք	կը <X>ինք	<X>նանք		կ'<X>էինք	<X>ինք	<X>ենք	<X>անք	ենք	կ'<Xprs>անք	կու <Xprs>անք	կու <X>անք	կու <Xprs>անք	կ'<X>ենք	կը <X>ենք	կ'<Xprs>անք	կը <Xprs>անք	կ'<X>նենք	կը <Xprs>անք	կը <Xprs>ենք	կ'<Xprs>անք	կը <Xprs>ենք	կը <X>ինք	կ'<X>ինք	կ'<Xprs>ենք	կ'<X>ենք	կը <Xbasic>նենք	կ'<Xprs>անք	կը <X>նենք	կը <X>անք	կը <X>անք	կը <X>ինք	կ'<Xprs>ենք	կը <Xprs>ինք
indicative present 1sg	կ'<X>եմ	կը <X>եմ	կ'<X>իմ	կը <X>իմ	կ'<X>ուիմ	կը <X>ուիմ	կ'<X>ամ	կը <X>ամ	կ'<X>եմ, կ'<X>ում	կը <X>ում	կ'<X>ցնեմ	կը <X>ցնեմ	կ'<X>անեմ	կը <X>անեմ	կ'<X>նիմ	կը <X>նիմ	կ'<X>չիմ	կը <X>չիմ	կ'<X>նամ	կը <X>նամ	կ'<X>նում	կը <X>նում	կ'<X>նեմ	կ'<X>նամ	կը <X>նեմ	կը <X>նամ	կ'<Xprs>եմ	կ'<Xprs>ամ	կը <X>չիմ	կը <X>իմ	<X>նամ		կ'<X>էի	<X>իմ	<X>եմ	<X>ամ	եմ	կ'<Xprs>ամ	կու <Xprs>ամ	կու <X>ամ	կու <Xprs>ամ	կ'<X>եմ	կը <X>եմ	կ'<Xprs>ամ	կը <Xprs>ամ	կ'<X>նեմ	կը <Xprs>ամ	կը <Xprs>եմ	կ'<Xprs>ամ	կը <Xprs>եմ	կը <X>իմ	կ'<X>իմ	կ'<Xprs>եմ	կ'<X>եմ	կը <Xbasic>նեմ	կ'<Xprs>ամ	կը <X>նեմ	կը <X>ամ	կը <X>ամ	կը <X>իմ	կ'<Xprs>եմ	կը <Xprs>իմ
indicative present 2pl	կ'<X>էք	կը <X>էք	կ'<X>իք	կը <X>իք	կ'<X>ուիք	կը <X>ուիք	կ'<X>աք	կը <X>աք	կ'<X>էք, կ'<X>ուք	կը <X>ուք	կ'<X>ցնէք	կը <X>ցնէք	կ'<X>անէք	կը <X>անէք	կ'<X>նիք	կը <X>նիք	կ'<X>չիք	կը <X>չիք	կ'<X>նաք	կը <X>նաք	կ'<X>նուք	կը <X>նուք	կ'<X>նէք	կ'<X>նաք	կը <X>նէք	կը <X>նաք	կ'<Xprs>էք	կ'<Xprs>աք	կը <X>չիք	կը <X>իք	<X>նաք		կ'<X>էիք	<X>իք	<X>էք	<X>աք	էք	կ'<Xprs>աք	կու <Xprs>աք	կու <X>աք	կու <Xprs>աք	կ'<X>էք	կը <X>էք	կ'<Xprs>աք	կը <Xprs>աք	կ'<X>նէք	կը <Xprs>աք	կը <Xprs>էք	կ'<Xprs>աք	կը <Xprs>էք	կը <X>իք	կ'<X>իք	կ'<Xprs>էք	կ'<X>էք	կը <Xbasic>նէք	կ'<Xprs>աք	կը <X>նէք	կը <X>աք	կը <X>աք	կը <X>իք	կ'<Xprs>էք	կը <Xprs>իք
indicative present 2sg	կ'<X>ես	կը <X>ես	կ'<X>իս	կը <X>իս	կ'<X>ուիս	կը <X>ուիս	կ'<X>աս	կը <X>աս	կ'<X>ես, կ'<X>ուս	կը <X>ուս	կ'<X>ցնես	կը <X>ցնես	կ'<X>անես	կը <X>անես	կ'<X>նիս	կը <X>նիս	կ'<X>չիս	կը <X>չիս	կ'<X>նաս	կը <X>նաս	կ'<X>նուս	կը <X>նուս	կ'<X>նես	կ'<X>նաս	կը <X>նես	կը <X>նաս	կ'<Xprs>ես	կ'<Xprs>աս	կը <X>չիս	կը <X>իս	<X>նաս		կ'<X>էիր	<X>իս	<X>ես	<X>աս	ես	կ'<Xprs>աս	կու <Xprs>աս	կու <X>աս	կու <Xprs>աս	կ'<X>ես	կը <X>ես	կ'<Xprs>աս	կը <Xprs>աս	կ'<X>նես	կը <Xprs>աս	կը <Xprs>ես	կ'<Xprs>աս	կը <Xprs>ես	կը <X>իս	կ'<X>իս	կ'<Xprs>ես	կ'<X>ես	կը <Xbasic>նես	կ'<Xprs>աս	կը <X>նես	կը <X>աս	կը <X>աս	կը <X>իս	կ'<Xprs>ես	կը <Xprs>իս
indicative present 3pl	կ'<X>են	կը <X>են	կ'<X>ին	կը <X>ին	կ'<X>ուին	կը <X>ուին	կ'<X>ան	կը <X>ան	կ'<X>են, կ'<X>ուն	կը <X>ուն	կ'<X>ցնեն	կը <X>ցնեն	կ'<X>անեն	կը <X>անեն	կ'<X>նին	կը <X>նին	կ'<X>չին	կը <X>չին	կ'<X>նան	կը <X>նան	կ'<X>նուն	կը <X>նուն	կ'<X>նեն	կ'<X>նան	կը <X>նեն	կը <X>նան	կ'<Xprs>են	կ'<Xprs>ան	կը <X>չին	կը <X>ին	<X>նան		կ'<X>էին	<X>ին	<X>են	<X>ան	են	կ'<Xprs>ան	կու <Xprs>ան	կու <X>ան	կու <Xprs>ան	կ'<X>են	կը <X>են	կ'<Xprs>ան	կը <Xprs>ան	կ'<X>նեն	կը <Xprs>ան	կը <Xprs>են	կ'<Xprs>ան	կը <Xprs>են	կը <X>ին	կ'<X>ին	կ'<Xprs>են	կ'<X>են	կը <Xbasic>նեն	կ'<Xprs>ան	կը <X>նեն	կը <X>ան	կը <X>ան	կը <X>ին	կ'<Xprs>են	կը <Xprs>ին
